d;x;y;z;z_lisse;pente;x_prime_lisse;y_prime_lisse;x_seconde_lisse;y_seconde_lisse;courbure
1608;519.42;166.31;9.45;9.45;-0.4;-0.674166667;-0.735833333;0.000822511;0.00047619;0.000285934
1609;518.75;165.58;9.44;9.44;-0.4;-0.674166667;-0.728333333;0.001147186;-0.001190476;0.00167575
1610;518.07;164.85;9.44;9.44;-0.3;-0.681666667;-0.735;0.001363636;-0.001666667;0.00212278
1611;517.39;164.11;9.44;9.44;-0.4;-0.675;-0.740833333;0.001406926;-0.002380952;0.002631818
1612;516.72;163.37;9.43;9.43;-0.4;-0.669166667;-0.74;0.000735931;-0.002380952;0.002152731
1613;516.05;162.63;9.43;9.43;-0.3;-0.67;-0.739166667;0.000606061;-0.001190476;0.001254494
1614;515.38;161.89;9.43;9.43;-0.4;-0.669166667;-0.745833333;2.1645E-05;-0.00047619;0.00033277
1615;514.71;161.14;9.42;9.42;-0.4;-0.675833333;-0.745833333;-0.00021645;0.00047619;-0.000473976
1616;514.03;160.4;9.42;9.42;-0.3;-0.675833333;-0.739166667;0.00021645;0.001190476;-0.000641568
1617;513.36;159.66;9.42;9.42;-0.4;-0.669166667;-0.74;0.000584416;0.001190476;-0.000366696
1618;512.69;158.92;9.41;9.41;-0.4;-0.67;-0.74;0.000757576;-5.41366E-15;0.000563562
1619;512.02;158.18;9.41;9.41;-0.1;-0.67;-0.74;0.000606061;-5.41366E-15;0.00045085
1620;511.35;157.44;9.41;9.41;0.0;-0.67;-0.74;-0.000606061;-0.001190476;0.000350975
1621;510.68;156.7;9.41;9.41;0.0;-0.67;-0.739166667;-0.000757576;-0.001190476;0.000239341
1622;510.01;155.96;9.41;9.41;0.0;-0.669166667;-0.745833333;-0.000584416;-0.00047619;-0.000116517
1623;509.34;155.21;9.41;9.41;0.0;-0.675833333;-0.745833333;-0.00021645;0.00047619;-0.000473976
1624;508.66;154.47;9.41;9.41;0.0;-0.675833333;-0.739166667;0.00021645;0.001190476;-0.000641568
1625;507.99;153.73;9.41;9.41;0.0;-0.669166667;-0.74;0.000584416;0.001190476;-0.000366696
1626;507.32;152.99;9.41;9.41;0.0;-0.67;-0.74;0.000757576;-5.41366E-15;0.000563562
1627;506.65;152.25;9.41;9.41;0.0;-0.67;-0.74;0.000606061;0;0.00045085
1628;505.98;151.51;9.41;9.41;0.0;-0.67;-0.74;0.001212121;5.41366E-15;0.000901699
1629;505.31;150.77;9.41;9.41;0.0;-0.67;-0.74;0.005757576;-0.003571429;0.006688547
1630;504.64;150.03;9.41;9.41;0.0;-0.671666667;-0.7375;0.010714286;-0.010714286;0.015211191
1631;503.97;149.29;9.41;9.41;0.0;-0.664166667;-0.7525;0.014069264;-0.015714286;0.020793616
1632;503.32;148.52;9.41;9.41;0.0;-0.623333333;-0.7875;0.014718615;-0.015714286;0.021110041
1633;502.72;147.72;9.41;9.41;0.0;-0.595833333;-0.8025;0.025194805;-0.010714286;0.026641769
1634;502.12;146.92;9.41;9.41;0.0;-0.6;-0.8;0.037878788;-0.017857143;0.041017316
1635;501.52;146.12;9.41;9.41;0.0;-0.6175;-0.79;0.046666667;-0.028571429;0.054070454
1636;500.92;145.32;9.41;9.41;0.0;-0.496666667;-0.86;0.057229437;-0.03547619;0.06823687
1637;500.53;144.4;9.41;9.41;0.0;-0.3625;-0.929166667;0.06538961;-0.035714286;0.074287751
1638;500.16;143.48;9.41;9.41;0.0;-0.379166667;-0.921666667;0.063917749;-0.027857143;0.070184157
1639;499.79;142.55;9.41;9.41;0.0;-0.308333333;-0.95;0.063658009;-0.016190476;0.065706581
1640;499.55;141.58;9.41;9.41;0.0;-0.21;-0.978333333;0.066536797;-0.014761905;0.068068916
1641;499.35;140.6;9.41;9.41;0.0;-0.206666667;-0.98;0.073051948;-0.010714286;0.073462105
1642;499.16;139.62;9.41;9.41;0.0;-0.105833333;-0.984166667;0.069069264;-0.006428571;0.070791751
1643;499.15;138.63;9.41;9.41;0.0;0.045833333;-0.995833333;0.054372294;-0.005238095;0.054412155
1644;499.22;137.63;9.41;9.41;0.1;0.070833333;-1.000833333;0.034761905;-0.003571429;0.034194454
1645;499.28;136.63;9.41;9.41;0.4;0.065833333;-1;0.011320346;-0.001190476;0.011169283
1646;499.35;135.63;9.42;9.42;0.5;0.065;-1;-0.008636364;0;-0.008581918
1647;499.4;134.63;9.42;9.42;0.7;0.023333333;-1;-0.020021645;0;-0.020005305
1648;499.4;133.63;9.43;9.43;0.7;-0.004166667;-1;-0.033376623;0.002380952;-0.033385675
1649;499.4;132.63;9.44;9.44;0.7;0.008333333;-1.001666667;-0.044632035;0.004761905;-0.044439534
1650;499.4;131.63;9.44;9.44;0.5;-0.039166667;-0.99;-0.049242424;0.006904762;-0.05040258
1651;499.3;130.65;9.45;9.45;0.5;-0.174166667;-0.979166667;-0.056125541;0.005952381;-0.056920965
1652;499.07;129.67;9.45;9.45;0.7;-0.235;-0.974166667;-0.067683983;0.011190476;-0.068132922
1653;498.85;128.7;9.46;9.46;0.7;-0.211666667;-0.98;-0.072922078;0.023333333;-0.075810122
1654;498.62;127.72;9.47;9.47;0.7;-0.294166667;-0.950833333;-0.068961039;0.033095238;-0.076378311
1655;498.24;126.81;9.47;9.47;0.5;-0.461666667;-0.874166667;-0.060865801;0.032619048;-0.07065781
1656;497.72;125.96;9.48;9.48;0.4;-0.5375;-0.845;-0.000833333;-0.005;0.001974645
1657;497.19;125.11;9.48;9.48;0.7;-0.525833333;-0.85;0.0125;-9.00021E-14;0.010640946
1658;496.67;124.26;9.49;9.49;1.4;-0.52;-0.85;0.007222222;-4.06712E-14;0.006176448
1659;496.15;123.41;9.51;9.51;1.1;-0.52;-0.85;0.004976852;-2.10634E-14;0.004262726
