d;x;y;z;z_lisse;pente;x_prime_lisse;y_prime_lisse;x_seconde_lisse;y_seconde_lisse;courbure
1357;383.4;336.5;7.84;7.84;4.6;0.814166667;-0.574166667;-0.00021645;0.00047619;0.000266397
1358;384.21;335.93;7.89;7.89;4.9;0.815;-0.574166667;0.000238095;-0.00047619;-0.00025371
1359;385.03;335.35;7.94;7.94;5.0;0.815;-0.580833333;-0.000238095;-0.001190476;-0.001105889
1360;385.84;334.77;7.99;7.99;5.0;0.814166667;-0.58;0.00021645;-1.08273E-14;0.000125679
1361;386.66;334.19;8.04;8.04;5.0;0.821666667;-0.580833333;0.000606061;0.001190476;0.001305631
1362;387.48;333.61;8.09;8.09;5.0;0.814166667;-0.574166667;-6.49351E-05;0.00047619;0.000354376
1363;388.29;333.04;8.14;8.14;5.0;0.814166667;-0.574166667;6.49351E-05;-0.00047619;-0.000354376
1364;389.11;332.46;8.19;8.19;4.9;0.821666667;-0.580833333;-7.87441E-15;1.08273E-14;4.2429E-15
1365;389.93;331.88;8.24;8.24;4.6;0.814166667;-0.580833333;-6.49351E-05;5.41366E-15;-3.77032E-05
1366;390.74;331.3;8.28;8.28;4.6;0.814166667;-0.574166667;6.49351E-05;0.00047619;0.000429786
1367;391.56;330.73;8.33;8.33;4.9;0.821666667;-0.574166667;-0.000606061;-0.00047619;-0.000733955
1368;392.38;330.15;8.38;8.38;5.0;0.814166667;-0.580833333;-0.00021645;0;-0.000125677
1369;393.19;329.57;8.43;8.43;5.0;0.815;-0.580833333;0.000238095;0;0.000137964
1370;394.01;328.99;8.48;8.48;5.0;0.815;-0.574166667;-0.000238095;0.00047619;0.00025371
1371;394.82;328.42;8.53;8.53;5.0;0.814166667;-0.574166667;0.00021645;-0.00047619;-0.000266397
1372;395.64;327.84;8.58;8.58;5.0;0.821666667;-0.580833333;0.000606061;1.08273E-14;0.00034552
1373;396.46;327.26;8.63;8.63;5.0;0.814166667;-0.580833333;-6.49351E-05;0;-3.77032E-05
1374;397.27;326.68;8.68;8.68;5.0;0.814166667;-0.574166667;6.49351E-05;0.00047619;0.000429786
1375;398.09;326.11;8.73;8.73;5.0;0.821666667;-0.574166667;-0.000606061;-0.00047619;-0.000733955
1376;398.91;325.53;8.78;8.78;5.0;0.814166667;-0.580833333;-0.00021645;-5.41366E-15;-0.000125677
1377;399.72;324.95;8.83;8.83;5.0;0.815;-0.580833333;0.000238095;-5.41366E-15;0.000137964
1378;400.54;324.37;8.88;8.88;5.0;0.815;-0.574166667;-0.000844156;0.00047619;-9.74826E-05
1379;401.35;323.8;8.93;8.93;5.0;0.814166667;-0.574166667;-0.001147186;-0.002857143;-0.003018605
1380;402.17;323.22;8.98;8.98;5.0;0.8225;-0.579166667;-0.001948052;-0.004761905;-0.004955887
1381;402.99;322.64;9.03;9.03;5.0;0.809166667;-0.590833333;-0.002380952;-0.00452381;-0.005038254
1382;403.79;322.04;9.08;9.08;5.0;0.804166667;-0.596666667;-0.002316017;-0.001904762;-0.002901897
1383;404.6;321.45;9.13;9.13;5.0;0.805;-0.589166667;-0.001753247;-0.001190476;-0.002005886
1384;405.4;320.86;9.18;9.18;5.0;0.805;-0.589166667;-0.000822511;-5.41366E-15;-0.000488149
1385;406.21;320.27;9.23;9.23;5.0;0.805;-0.595833333;0.00021645;-0.00047619;-0.000253209
1386;407.01;319.67;9.28;9.28;5.0;0.805;-0.595833333;-0.00021645;-0.000714286;-0.000700768
1387;407.82;319.08;9.33;9.33;5.0;0.805;-0.588333333;0.00021645;-5.41366E-15;0.000128468
1388;408.62;318.49;9.38;9.38;5.0;0.805;-0.595833333;-0.00021645;0.000714286;0.000444004
1389;409.43;317.89;9.43;9.43;5.0;0.805;-0.595833333;0.00021645;0.00047619;0.000509973
1390;410.23;317.3;9.48;9.48;5.0;0.805;-0.589166667;-0.00021645;0;-0.00012846
1391;411.04;316.71;9.53;9.53;5.0;0.805;-0.589166667;0.00021645;-1.08273E-14;0.00012846
1392;411.84;316.12;9.58;9.58;5.0;0.805;-0.595833333;-0.00021645;-0.00047619;-0.000509973
1393;412.65;315.52;9.63;9.63;5.0;0.805;-0.595833333;0.00021645;-0.000714286;-0.000444004
1394;413.45;314.93;9.68;9.68;5.0;0.805;-0.588333333;-0.00021645;1.08273E-14;-0.000128468
1395;414.26;314.34;9.73;9.73;5.0;0.805;-0.595833333;0.00021645;0.000714286;0.000700768
1396;415.06;313.74;9.78;9.78;5.1;0.805;-0.595833333;0.00038961;0.00047619;0.000612678
1397;415.87;313.15;9.83;9.83;5.4;0.805;-0.589166667;0.000367965;-5.41366E-15;0.000218382
1398;416.67;312.56;9.89;9.89;5.4;0.804166667;-0.589166667;0.00021645;5.41366E-15;0.00012872
1399;417.48;311.97;9.94;9.94;5.1;0.811666667;-0.595833333;-7.87441E-15;-0.00047619;-0.000378632
1400;418.29;311.37;9.99;9.99;5.0;0.804166667;-0.595833333;-0.00021645;-0.000714286;-0.000701582
1401;419.09;310.78;10.04;10.04;5.0;0.805;-0.588333333;-0.000367965;-1.08273E-14;-0.000218396
1402;419.9;310.19;10.09;10.09;5.0;0.805;-0.595833333;-0.00038961;0.000714286;0.000341298
1403;420.7;309.59;10.14;10.14;4.9;0.805;-0.595833333;-0.00021645;0.00047619;0.000253209
1404;421.51;309;10.19;10.19;4.6;0.805;-0.589166667;0.00021645;0;0.00012846
1405;422.31;308.41;10.23;10.23;4.6;0.805;-0.589166667;-0.00021645;1.08273E-14;-0.00012846
1406;423.12;307.82;10.28;10.28;4.9;0.805;-0.595833333;0.00021645;-0.00047619;-0.000253209
1407;423.92;307.22;10.33;10.33;4.9;0.805;-0.595833333;-0.00021645;-0.000714286;-0.000700768
1408;424.73;306.63;10.38;10.38;4.6;0.805;-0.588333333;0.00021645;-5.41366E-15;0.000128468
1409;425.53;306.04;10.42;10.42;4.6;0.805;-0.595833333;-0.00021645;0.000714286;0.000444004
1410;426.34;305.44;10.47;10.47;4.9;0.805;-0.595833333;0.00021645;0.00047619;0.000509973
1411;427.14;304.85;10.52;10.52;5.1;0.805;-0.589166667;-0.002034632;5.41366E-15;-0.001207525
1412;427.95;304.26;10.57;10.57;4.9;0.805;-0.589166667;-0.00508658;-0.004761905;-0.006880248
1413;428.75;303.67;10.62;10.62;4.6;0.8075;-0.5925;-0.007575758;-0.012380952;-0.014418885
1414;429.56;303.07;10.66;10.66;4.6;0.791666667;-0.614166667;-0.008658009;-0.01452381;-0.016716664
1415;430.33;302.44;10.71;10.71;4.9;0.760833333;-0.643333333;-0.008008658;-0.012857143;-0.015098386
1416;431.09;301.79;10.76;10.76;4.9;0.765;-0.645833333;-0.005822511;-0.006666667;-0.008829551
1417;431.86;301.15;10.81;10.81;4.6;0.765;-0.645;-0.003419913;-0.001666667;-0.003474328
1418;432.62;300.5;10.85;10.85;4.6;0.765;-0.645;-0.000367965;0.00047619;0.00012671
1419;433.39;299.86;10.9;10.90;4.9;0.765833333;-0.645;-0.00021645;-0.00047619;-0.000502388
1420;434.15;299.21;10.95;10.95;4.9;0.758333333;-0.645;-7.87441E-15;-0.000714286;-0.000548984
1421;434.91;298.57;11;11.00;4.6;0.765833333;-0.644166667;0.00021645;-0.00047619;-0.000224763
1422;435.68;297.92;11.04;11.04;4.6;0.765;-0.651666667;-0.000238095;1.08273E-14;-0.000152884
1423;436.44;297.27;11.09;11.09;4.9;0.765;-0.644166667;0.000238095;0.00047619;0.000517522
1424;437.21;296.63;11.14;11.14;4.9;0.765833333;-0.645;-0.00021645;0.000714286;0.000405875
1425;437.97;295.98;11.19;11.19;4.6;0.758333333;-0.645;0;0.00047619;0.000365989
1426;438.73;295.34;11.23;11.23;4.6;0.765833333;-0.645;0.00021645;-0.00047619;-0.000224222
1427;439.5;294.69;11.28;11.28;4.8;0.765;-0.645;0.000367965;0.00047619;0.000600497
1428;440.26;294.05;11.33;11.33;4.5;0.765;-0.645;-0.00021645;-0.00047619;-0.000502953
1429;441.03;293.4;11.37;11.37;4.2;0.765;-0.645;-0.001147186;-0.000714286;-0.001283955
1430;441.79;292.76;11.41;11.41;4.4;0.765833333;-0.644166667;-0.002164502;-0.002857143;-0.00357461
1431;442.56;292.11;11.46;11.46;4.3;0.76;-0.65;-0.002554113;-0.003571429;-0.004373803
1432;443.31;291.46;11.5;11.50;3.8;0.754166667;-0.655;-0.002922078;-0.004047619;-0.004983032
1433;444.07;290.8;11.53;11.53;3.5;0.755833333;-0.660833333;-0.002337662;-0.001190476;-0.002415617
1434;444.82;290.14;11.57;11.57;3.3;0.749166667;-0.660833333;-0.001190476;5.41366E-15;-0.00078913
1435;445.57;289.48;11.6;11.60;3.3;0.75;-0.654166667;3.93721E-15;0.00047619;0.000362329
1436;446.32;288.83;11.63;11.63;3.4;0.749166667;-0.654166667;-2.1645E-05;-0.00047619;-0.000377005
1437;447.07;288.17;11.67;11.67;3.4;0.755833333;-0.660833333;0.00021645;-0.001190476;-0.00074779
1438;447.83;287.51;11.7;11.70;3.3;0.755833333;-0.66;-0.00021645;-0.001190476;-0.001031984
1439;448.58;286.85;11.73;11.73;3.4;0.749166667;-0.66;2.1645E-05;-5.41366E-15;1.43535E-05
1440;449.33;286.19;11.77;11.77;3.4;0.75;-0.66;-3.93721E-15;0;-2.60598E-15
1441;450.08;285.53;11.8;11.80;3.1;0.749166667;-0.66;-2.1645E-05;-5.41366E-15;-1.43535E-05
1442;450.83;284.87;11.83;11.83;3.0;0.755833333;-0.66;0.00021645;-5.41366E-15;0.000141395
1443;451.59;284.21;11.86;11.86;2.9;0.755833333;-0.66;-0.00021645;1.08273E-14;-0.000141395
1444;452.34;283.55;11.89;11.89;2.6;0.749166667;-0.66;2.1645E-05;1.08273E-14;1.43535E-05
1445;453.09;282.89;11.91;11.91;2.6;0.75;-0.66;7.87441E-15;0.001190476;0.000895408
1446;453.84;282.23;11.94;11.94;2.7;0.749166667;-0.660833333;-2.1645E-05;0.001190476;0.000880265
1447;454.59;281.57;11.97;11.97;2.7;0.755833333;-0.654166667;0.00021645;0.00047619;0.000502104
1448;455.35;280.92;11.99;11.99;2.5;0.755833333;-0.654166667;-0.00021645;-0.00047619;-0.000502104
1449;456.1;280.26;12.02;12.02;2.4;0.749166667;-0.660833333;2.1645E-05;-0.001190476;-0.000880265
1450;456.85;279.6;12.04;12.04;2.2;0.75;-0.66;-3.93721E-15;-0.001190476;-0.000895408
1451;457.6;278.94;12.06;12.06;1.8;0.749166667;-0.66;-2.1645E-05;0;-1.43535E-05
1452;458.35;278.28;12.08;12.08;1.6;0.755833333;-0.66;0.00021645;-5.41366E-15;0.000141395
1453;459.11;277.62;12.09;12.09;1.5;0.755833333;-0.66;-0.00021645;-5.41366E-15;-0.000141395
1454;459.86;276.96;12.11;12.11;1.5;0.749166667;-0.66;2.1645E-05;1.08273E-14;1.43535E-05
1455;460.61;276.3;12.12;12.12;1.7;0.75;-0.66;7.87441E-15;1.08273E-14;1.33556E-14
1456;461.36;275.64;12.14;12.14;1.8;0.749166667;-0.66;-2.1645E-05;-5.41366E-15;-1.43535E-05
1457;462.11;274.98;12.16;12.16;1.5;0.755833333;-0.66;0.00021645;0.001190476;0.001031984
1458;462.87;274.32;12.17;12.17;1.1;0.755833333;-0.660833333;-0.00021645;0.001190476;0.00074779
1459;463.62;273.66;12.18;12.18;1.0;0.749166667;-0.654166667;2.1645E-05;0.00047619;0.000377005
1460;464.37;273.01;12.19;12.19;1.0;0.75;-0.654166667;0;-0.00047619;-0.000362329
1461;465.12;272.35;12.2;12.20;1.0;0.749166667;-0.660833333;-0.000627706;-0.001190476;-0.001310699
1462;465.87;271.69;12.21;12.21;1.0;0.755833333;-0.66;-0.000541126;-0.002380952;-0.002134665
1463;466.63;271.03;12.22;12.22;1.0;0.756666667;-0.659166667;-0.000800866;-0.001190476;-0.001413732
1464;467.38;270.37;12.23;12.23;1.0;0.743333333;-0.665833333;-0.001406926;-0.001666667;-0.002189188
1465;468.12;269.7;12.24;12.24;0.9;0.744166667;-0.665;-0.001298701;-0.000714286;-0.001403578
1466;468.87;269.04;12.25;12.25;0.5;0.751666667;-0.665;-0.000606061;-0.00047619;-0.000752791
1467;469.62;268.37;12.25;12.25;0.0;0.744166667;-0.665;0.000541126;0.00047619;0.000718511
1468;470.36;267.71;12.25;12.25;0.1;0.744166667;-0.665;0.00021645;0.000714286;0.000679551
1469;471.11;267.04;12.25;12.25;0.4;0.750833333;-0.665833333;-0.00017316;0.00047619;0.000239692
1470;471.86;266.38;12.26;12.26;0.4;0.750833333;-0.658333333;0.00017316;-5.41366E-15;0.000114486
1471;472.61;265.72;12.26;12.26;0.2;0.744166667;-0.665833333;0.00038961;-0.00047619;-9.53614E-05
1472;473.35;265.05;12.26;12.26;-0.1;0.744166667;-0.665;-0.00038961;-0.000714286;-0.000795395
1473;474.1;264.39;12.26;12.26;-0.5;0.750833333;-0.665;-0.00017316;-0.00047619;-0.000468486
1474;474.85;263.72;12.25;12.25;-0.8;0.750833333;-0.665;0.00017316;0.00047619;0.000468486
1475;475.6;263.06;12.24;12.24;-0.6;0.744166667;-0.665;0.00038961;-0.00047619;-9.58474E-05
1476;476.34;262.39;12.24;12.24;-0.6;0.744166667;-0.665;-0.00038961;0.00047619;9.58474E-05
1477;477.09;261.73;12.23;12.23;-0.9;0.750833333;-0.665;-0.00017316;0.000714286;0.000417411
1478;477.84;261.06;12.22;12.22;-0.9;0.750833333;-0.665833333;0.00017316;0.00047619;0.000467855
1479;478.59;260.4;12.21;12.21;-0.6;0.744166667;-0.658333333;0.00038961;-5.41366E-15;0.000261503
1480;479.33;259.74;12.21;12.21;-0.6;0.744166667;-0.665833333;-0.00038961;-0.00047619;-0.000616444
1481;480.08;259.07;12.2;12.20;-0.9;0.750833333;-0.665;-0.00017316;-0.000714286;-0.000645665
1482;480.83;258.41;12.19;12.19;-1.0;0.750833333;-0.665;0.00017316;-0.00047619;-0.000240232
1483;481.58;257.74;12.18;12.18;-1.0;0.744166667;-0.665;0.00038961;0.00047619;0.000617147
1484;482.32;257.08;12.17;12.17;-1.0;0.744166667;-0.665;-0.00038961;0.000714286;0.000274096
1485;483.07;256.41;12.16;12.16;-1.1;0.750833333;-0.665833333;-0.00017316;0.00047619;0.000239692
1486;483.82;255.75;12.15;12.15;-1.4;0.750833333;-0.658333333;0.00017316;0;0.000114486
1487;484.57;255.09;12.13;12.13;-1.4;0.744166667;-0.665833333;0.00038961;-0.00047619;-9.53614E-05
1488;485.31;254.42;12.12;12.12;-1.1;0.744166667;-0.665;0.00021645;-0.000714286;-0.00038994
1489;486.06;253.76;12.11;12.11;-1.0;0.750833333;-0.665;-2.1645E-05;0.000714286;0.000517272
1490;486.81;253.09;12.1;12.10;-1.5;0.75;-0.665833333;-7.87441E-15;0.00047619;0.00035404
1491;487.56;252.43;12.08;12.08;-1.9;0.750833333;-0.658333333;2.1645E-05;1.08273E-14;1.43107E-05
1492;488.31;251.77;12.06;12.06;-2.0;0.744166667;-0.665833333;-0.00021645;0.000714286;0.000389109
1493;489.05;251.1;12.04;12.04;-2.0;0.744166667;-0.665833333;0.00021645;-0.000714286;-0.000389109
1494;489.8;250.44;12.02;12.02;-2.0;0.750833333;-0.658333333;-2.1645E-05;-5.41366E-15;-1.43107E-05
1495;490.55;249.78;12;12.00;-2.0;0.75;-0.665833333;0;-0.00047619;-0.00035404
1496;491.3;249.11;11.98;11.98;-2.1;0.750833333;-0.665;2.1645E-05;-0.000714286;-0.000517272
1497;492.05;248.45;11.96;11.96;-2.5;0.744166667;-0.665;-0.00021645;0.000714286;0.00038994
1498;492.79;247.78;11.93;11.93;-2.9;0.744166667;-0.665833333;0.00021645;0.00047619;0.000500648
1499;493.54;247.12;11.9;11.90;-3.0;0.750833333;-0.658333333;-2.1645E-05;5.41366E-15;-1.43107E-05
1500;494.29;246.46;11.87;11.87;-3.0;0.75;-0.665833333;-7.87441E-15;0.000714286;0.00053106
1501;495.04;245.79;11.84;11.84;-3.0;0.750833333;-0.665833333;2.1645E-05;-0.000714286;-0.0005164
1502;495.79;245.13;11.81;11.81;-3.1;0.744166667;-0.658333333;-0.00021645;-5.41366E-15;-0.00014528
1503;496.53;244.47;11.78;11.78;-3.4;0.744166667;-0.665833333;0.00021645;0.000714286;0.000678599
1504;497.28;243.8;11.74;11.74;-3.5;0.750833333;-0.665833333;-2.1645E-05;-0.000714286;-0.00054492
1505;498.03;243.14;11.71;11.71;-3.5;0.75;-0.658333333;3.93721E-15;5.41366E-15;6.69333E-15
1506;498.78;242.48;11.67;11.67;-3.5;0.750833333;-0.665833333;2.1645E-05;-0.00047619;-0.000339513
1507;499.53;241.81;11.64;11.64;-3.5;0.744166667;-0.665;-0.00021645;-0.000714286;-0.000679551
1508;500.27;241.15;11.6;11.60;-3.5;0.744166667;-0.665;0.00021645;0.000714286;0.000679551
1509;501.02;240.48;11.57;11.57;-3.6;0.750833333;-0.665833333;0.000584416;0.00047619;0.000738798
1510;501.77;239.82;11.53;11.53;-3.9;0.75;-0.658333333;0.000151515;-1.08273E-14;0.000100364
1511;502.52;239.16;11.49;11.49;-4.0;0.75;-0.665833333;-0.000151515;0.000714286;0.000431053
1512;503.27;238.49;11.45;11.45;-4.0;0.750833333;-0.665833333;-0.000584416;0.00047619;-3.1251E-05
1513;504.02;237.83;11.41;11.41;-4.0;0.744166667;-0.659166667;-0.00021645;0.001190476;0.000756491
1514;504.76;237.17;11.37;11.37;-4.0;0.744166667;-0.66;0.00021645;-1.08273E-14;0.000145163
1515;505.51;236.51;11.33;11.33;-4.0;0.750833333;-0.659166667;0.000584416;-0.001190476;-0.000509959
1516;506.26;235.85;11.29;11.29;-4.0;0.75;-0.665833333;0.000757576;-0.00047619;0.000145997
1517;507.01;235.18;11.25;11.25;-4.0;0.75;-0.665833333;0.000606061;0.00047619;0.00075407
1518;507.76;234.52;11.21;11.21;-4.1;0.75;-0.659166667;-7.87441E-15;0.001190476;0.000896889
1519;508.51;233.86;11.17;11.17;-4.4;0.75;-0.66;-7.87441E-15;-5.41366E-15;-9.2838E-15
1520;509.26;233.2;11.12;11.12;-4.4;0.75;-0.659166667;-7.87441E-15;-0.001190476;-0.000896889
1521;510.01;232.54;11.08;11.08;-4.1;0.75;-0.665833333;-7.87441E-15;-0.00047619;-0.00035404
1522;510.76;231.87;11.04;11.04;-4.1;0.75;-0.665833333;-7.87441E-15;0.00047619;0.00035404
1523;511.51;231.21;11;11.00;-4.4;0.75;-0.659166667;-7.87441E-15;0.001190476;0.000896889
1524;512.26;230.55;10.95;10.95;-4.4;0.75;-0.66;-7.87441E-15;-1.08273E-14;-1.33556E-14
1525;513.01;229.89;10.91;10.91;-4.3;0.75;-0.659166667;-7.87441E-15;-0.001190476;-0.000896889
1526;513.76;229.23;10.87;10.87;-4.4;0.75;-0.665833333;-7.87441E-15;-0.00047619;-0.00035404
1527;514.51;228.56;10.82;10.82;-4.4;0.75;-0.665833333;-7.87441E-15;0.00047619;0.00035404
1528;515.26;227.9;10.78;10.78;-4.2;0.75;-0.659166667;-7.87441E-15;0.001190476;0.000896889
1529;516.01;227.24;10.74;10.74;-4.5;0.75;-0.66;-7.87441E-15;0;-5.21196E-15
1530;516.76;226.58;10.69;10.69;-4.9;0.75;-0.659166667;-7.87441E-15;-0.001190476;-0.000896889
1531;517.51;225.92;10.64;10.64;-5.0;0.75;-0.665833333;-7.87441E-15;-0.00047619;-0.00035404
1532;518.26;225.25;10.59;10.59;-5.0;0.75;-0.665833333;-7.87441E-15;0.00047619;0.00035404
1533;519.01;224.59;10.54;10.54;-5.0;0.75;-0.659166667;-7.87441E-15;0.001190476;0.000896889
1534;519.76;223.93;10.49;10.49;-5.1;0.75;-0.66;-7.87441E-15;0.001190476;0.000895408
1535;520.51;223.27;10.44;10.44;-5.4;0.75;-0.66;-0.000606061;-0.001190476;-0.001296551
1536;521.26;222.61;10.38;10.38;-5.4;0.75;-0.659166667;-0.000757576;-0.001190476;-0.001398513
1537;522.01;221.95;10.33;10.33;-5.1;0.750833333;-0.665833333;-0.000584416;-0.00047619;-0.000738798
1538;522.76;221.28;10.28;10.28;-5.0;0.744166667;-0.665833333;-0.00021645;0.00047619;0.000211157
1539;523.5;220.62;10.23;10.23;-5.0;0.744166667;-0.659166667;0.00021645;0.001190476;0.001046933
1540;524.25;219.96;10.18;10.18;-4.9;0.750833333;-0.66;0.000584416;5.41366E-15;0.00038609
1541;525;219.3;10.13;10.13;-4.6;0.75;-0.659166667;0.000757576;-0.001190476;-0.000395265
1542;525.75;218.64;10.09;10.09;-4.6;0.75;-0.665833333;0.000606061;-0.00047619;4.59895E-05
1543;526.5;217.97;10.04;10.04;-4.9;0.75;-0.665833333;0;0.00047619;0.00035404
1544;527.25;217.31;9.99;9.99;-5.0;0.75;-0.659166667;0;0.001190476;0.000896889
1545;528;216.65;9.94;9.94;-5.0;0.75;-0.66;0;-5.41366E-15;-4.07184E-15
1546;528.75;215.99;9.89;9.89;-5.0;0.75;-0.659166667;0;-0.001190476;-0.000896889
1547;529.5;215.33;9.84;9.84;-5.0;0.75;-0.665833333;-0.001212121;-0.00047619;-0.001154099
1548;530.25;214.66;9.79;9.79;-4.9;0.75;-0.665833333;-0.002727273;-0.003095238;-0.004101394
1549;531;214;9.74;9.74;-4.7;0.751666667;-0.656666667;-0.004502165;-0.004761905;-0.006573081
1550;531.75;213.34;9.7;9.70;-4.4;0.74;-0.675833333;-0.00508658;-0.006190476;-0.007966586
1551;532.48;212.65;9.65;9.66;-4.0;0.729166667;-0.686666667;-0.004480519;-0.00547619;-0.007035931
1552;533.21;211.97;9.62;9.62;-3.6;0.724166667;-0.685;-0.002943723;-0.001666667;-0.003254381
1553;533.93;211.28;9.58;9.58;-3.4;0.724166667;-0.685833333;-0.006450216;0.00047619;-0.004111051
1554;534.66;210.6;9.55;9.55;-3.7;0.730833333;-0.678333333;-0.013506494;-0.00952381;-0.016262197
1555;535.39;209.92;9.51;9.51;-3.7;0.7375;-0.679166667;-0.020865801;-0.021904762;-0.030092288
1556;536.12;209.23;9.47;9.47;-3.7;0.6875;-0.723333333;-0.024718615;-0.030714286;-0.039238858
1557;536.76;208.47;9.44;9.44;-3.5;0.6175;-0.78;-0.024025974;-0.027619048;-0.036354917
1558;537.37;207.68;9.4;9.40;-3.5;0.6075;-0.798333333;-0.032662338;-0.015952381;-0.035426276
1559;537.98;206.88;9.37;9.37;-3.5;0.61;-0.795833333;-0.044090909;-0.019761905;-0.046760937
1560;538.59;206.09;9.33;9.33;-3.3;0.63;-0.7775;-0.052056277;-0.033333333;-0.061344312
1561;539.2;205.3;9.3;9.30;-3.5;0.4925;-0.859166667;-0.061277056;-0.041190476;-0.075094338
1562;539.57;204.37;9.27;9.26;-2.9;0.334166667;-0.946666667;-0.066450216;-0.037380952;-0.074519037
1563;539.91;203.43;9.23;9.24;-0.4;0.349166667;-0.94;-0.061536797;-0.025;-0.066026564
1564;540.26;202.49;9.26;9.25;2.3;0.316666667;-0.9425;-0.053095238;-0.011190476;-0.054516786
1565;540.53;201.54;9.29;9.29;2.7;0.228333333;-0.965833333;-0.05012987;-0.012142857;-0.052365849
1566;540.73;200.56;9.31;9.31;1.6;0.201666667;-0.981666667;-0.056471861;-0.011904762;-0.057462944
1567;540.93;199.58;9.32;9.32;0.9;0.164166667;-0.984166667;-0.056515152;-0.008809524;-0.05745093
1568;541.04;198.59;9.33;9.33;0.7;0.0475;-0.995833333;-0.053160173;-0.005238095;-0.053674622
1569;541.04;197.59;9.33;9.34;1.0;-0.0075;-1.000833333;-0.048506494;-0.003571429;-0.048394955
1570;541.04;196.59;9.35;9.35;1.4;-0.003333333;-1;-0.044004329;0;-0.044003596
1571;541.02;195.59;9.36;9.36;1.6;-0.061666667;-1.000833333;-0.051818182;0.003571429;-0.051657165
1572;540.92;194.59;9.38;9.38;1.4;-0.101666667;-0.995833333;-0.064848485;0.013571429;-0.065758682
1573;540.82;193.6;9.39;9.39;1.0;-0.108333333;-0.99;-0.074393939;0.021904762;-0.076963573
1574;540.66;192.62;9.4;9.40;0.5;-0.295833333;-0.944166667;-0.075108225;0.023571429;-0.080411321
1575;540.24;191.71;9.4;9.40;0.7;-0.436666667;-0.904166667;-0.067424242;0.021428571;-0.069464245
1576;539.83;190.8;9.41;9.41;1.4;-0.403333333;-0.9125;-0.053506494;0.016666667;-0.055937948
1577;539.42;189.89;9.43;9.43;2.0;-0.443333333;-0.895833333;-0.034047619;0.012142857;-0.035934884
1578;538.94;189.01;9.45;9.45;1.9;-0.495833333;-0.873333333;-0.023571429;0.012380952;-0.026385024
1579;538.44;188.14;9.47;9.47;1.0;-0.500833333;-0.864166667;-0.030541126;0.014761905;-0.033906951
1580;537.94;187.28;9.47;9.47;0.2;-0.498333333;-0.863333333;-0.034264069;0.022619048;-0.041243474
1581;537.43;186.42;9.47;9.47;-0.1;-0.545;-0.84;-0.034112554;0.029761905;-0.044698667
1582;536.84;185.61;9.47;9.47;0.0;-0.631666667;-0.775833333;-0.032099567;0.029047619;-0.043192698
1583;536.18;184.86;9.47;9.47;0.0;-0.665833333;-0.745;-0.025151515;0.020238095;-0.032292531
1584;535.52;184.11;9.47;9.47;0.0;-0.66;-0.75;-0.014393939;0.007142857;-0.015554048
1585;534.86;183.36;9.47;9.47;0.0;-0.66;-0.75;-0.004242424;0;-0.003190908
1586;534.2;182.61;9.47;9.47;0.0;-0.66;-0.75;-3.93721E-15;0;-2.96134E-15
1587;533.54;181.86;9.47;9.47;0.0;-0.66;-0.75;-7.87441E-15;-0.001190476;0.000787959
1588;532.88;181.11;9.47;9.47;0.0;-0.66;-0.749166667;-7.87441E-15;-0.001190476;0.000789441
1589;532.22;180.36;9.47;9.47;0.0;-0.66;-0.755833333;7.87441E-15;-0.00047619;0.000311068
1590;531.56;179.6;9.47;9.47;0.0;-0.66;-0.755833333;0;0.00047619;-0.000311068
1591;530.9;178.85;9.47;9.47;0.0;-0.66;-0.749166667;-0.000606061;0.001190476;-0.001245634
1592;530.24;178.1;9.47;9.47;0.0;-0.66;-0.75;-0.001969697;0.002380952;-0.003057411
1593;529.58;177.35;9.47;9.47;0.0;-0.659166667;-0.750833333;-0.003311688;0.002380952;-0.004066632
1594;528.92;176.6;9.47;9.47;0.0;-0.664166667;-0.745;-0.004112554;0.004047619;-0.005785592
1595;528.25;175.86;9.47;9.47;0.0;-0.675833333;-0.74;-0.003506494;0.004761905;-0.005775328
1596;527.57;175.12;9.47;9.47;0.0;-0.680833333;-0.735;-0.002554113;0.002857143;-0.003801058
1597;526.89;174.39;9.47;9.47;0.0;-0.680833333;-0.728333333;-0.001385281;0.001190476;-0.001835952
1598;526.21;173.66;9.47;9.47;0.0;-0.674166667;-0.735833333;-0.00038961;-0.00047619;3.45531E-05
1599;525.54;172.92;9.47;9.47;0.0;-0.674166667;-0.735;-0.00021645;-0.000714286;0.000325025
1600;524.86;172.19;9.47;9.47;0.0;-0.680833333;-0.735;-0.000584416;0.000714286;-0.000910715
1601;524.18;171.45;9.47;9.47;0.0;-0.68;-0.735833333;-0.000757576;0.00047619;-0.000876193
1602;523.5;170.72;9.47;9.47;-0.1;-0.68;-0.728333333;-0.000606061;-1.35341E-14;-0.000446178
1603;522.82;169.99;9.47;9.47;-0.4;-0.68;-0.735833333;-3.93721E-15;-0.00047619;0.000321948
1604;522.14;169.25;9.46;9.46;-0.5;-0.68;-0.735;0;-0.000714286;0.000483808
1605;521.46;168.52;9.46;9.46;-0.5;-0.68;-0.735;0.000606061;-0.00047619;0.000766245
1606;520.78;167.78;9.45;9.45;-0.3;-0.68;-0.735;0.000757576;0.00047619;0.000232094
1607;520.1;167.05;9.45;9.45;-0.3;-0.680833333;-0.735;0.000584416;0.000714286;-5.64455E-05
